"symbol","instrument_type","security_type","market_status","total_volume","aum_size","average","change","eps","exchange","exercise_price","exercise_ratio","high","implied_volatility","inav","intrinsic_value","last","last_trading_date","low","maturity_date","moneyness","pbv","pe","percent_change","percent_yield","theoretical","to_last_trade","underlying","underlying_price","updated_at"
"INTUCH","STOCK","CS","Open1",0,NULL,NULL,NULL,"4.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.92","18.15",NULL,"11.199999809265137",NULL,NULL,NULL,NULL,"2025-03-19 15:40:05.061317"
"IP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.06158",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.16","60.41",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:40:07.326164"
"IRC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.17257",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","7.54",NULL,"7.550000190734863",NULL,NULL,NULL,NULL,"2025-03-19 15:40:09.48185"
"IRCP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","12.41",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:32:59.472243"
"IROYAL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.55","12.99",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:48:34.258915"
"IRPC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.25443",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.27","0.0",NULL,"1.090000033378601",NULL,NULL,NULL,NULL,"2025-03-19 15:48:36.428982"
"ISSARA","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.62",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:48:38.577012"
"IT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.3998",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.15","9.65",NULL,"6.739999771118164",NULL,NULL,NULL,NULL,"2025-03-19 15:48:40.758668"
"ITC","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.0","13.43",NULL,"7.139999866485596",NULL,NULL,NULL,NULL,"2025-03-19 15:48:42.912357"
"ITD","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.0939",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.95","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:48:45.070436"
"ITEL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","6.67",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:48:47.24274"
"ITNS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.16311",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.67","8.95",NULL,"10.479999542236328",NULL,NULL,NULL,NULL,"2025-03-19 15:48:49.425955"
"ITTHI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.104",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.25","16.67",NULL,"5.78000020980835",NULL,NULL,NULL,NULL,"2025-03-19 15:48:51.601693"
"IVF","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.06923",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.91","22.84",NULL,"2.0899999141693115",NULL,NULL,NULL,NULL,"2025-03-19 15:48:53.983999"
"IVL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-3.64507",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.93","0.0",NULL,"3.369999885559082",NULL,NULL,NULL,NULL,"2025-03-19 15:48:56.373844"
"J","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.1155",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39","8.82",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:48:58.566463"
"JAK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05302",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.81","21.88",NULL,"2.1600000858306885",NULL,NULL,NULL,NULL,"2025-03-19 15:49:00.7138"
"JAS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05832",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.46","27.54",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:49:02.879015"
"JCK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.04564",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.21","3.72",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:49:05.036811"
"JCKH","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.031",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.78","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:49:07.20916"
"JCT","STOCK","CS","Open1",0,NULL,NULL,NULL,"7.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","10.67",NULL,"5.769999980926514",NULL,NULL,NULL,NULL,"2025-03-19 15:49:09.35604"
"JDF","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.13291",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.58","14.97",NULL,"4.019999980926514",NULL,NULL,NULL,NULL,"2025-03-19 15:49:11.517104"
"JKN","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-2.25123",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-19 15:49:13.758597"
"JMART","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.783",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.74","12.51",NULL,"2.4600000381469727",NULL,NULL,NULL,NULL,"2025-03-19 15:49:15.94163"
"JMT","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.75","12.47",NULL,"4.78000020980835",NULL,NULL,NULL,NULL,"2025-03-19 15:57:38.56058"
"JPARK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.82","12.73",NULL,"0.949999988079071",NULL,NULL,NULL,NULL,"2025-03-19 15:57:40.725009"
"JR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.08717",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.68","17.32",NULL,"2.6500000953674316",NULL,NULL,NULL,NULL,"2025-03-19 15:57:42.889035"
"JSP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.92","174.11",NULL,"1.899999976158142",NULL,NULL,NULL,NULL,"2025-03-19 15:57:45.049579"
"JTS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.8407",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18.72","35.09",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:57:47.212224"
"JUBILE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.80738",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.86","10.28",NULL,"3.9800000190734863",NULL,NULL,NULL,NULL,"2025-03-19 15:57:49.390855"
"K","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.94","16.17",NULL,"4.03000020980835",NULL,NULL,NULL,NULL,"2025-03-19 15:57:51.557961"
"KAMART","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.52828",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.07","15.52",NULL,"4.829999923706055",NULL,NULL,NULL,NULL,"2025-03-19 15:57:53.718111"
"KASET","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.21975",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.55","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:57:55.878358"
"KBANK","STOCK","CS","Open1",0,NULL,"151.09615",NULL,"20.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.64","7.36",NULL,"6.289999961853027",NULL,NULL,NULL,NULL,"2025-03-19 15:57:58.028231"
"KBS","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.73",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.66","3.05",NULL,"13.210000038146973",NULL,NULL,NULL,NULL,"2025-03-19 15:58:00.504936"
"KBSPIF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.71",NULL,NULL,"11.5",NULL,NULL,NULL,NULL,"2025-03-19 15:58:02.975163"
"KC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.0298",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.01","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:58:05.206444"
"KCAR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","10.67",NULL,"4.630000114440918",NULL,NULL,NULL,NULL,"2025-03-19 15:58:07.379228"
"KCC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.13197",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.96","14.23",NULL,"1.4800000190734863",NULL,NULL,NULL,NULL,"2025-03-19 15:58:09.532159"
"KCE","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.39456",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.59","13.27",NULL,"6.489999771118164",NULL,NULL,NULL,NULL,"2025-03-19 15:58:11.712598"
"KCG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.74465",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.45","10.47",NULL,"5.260000228881836",NULL,NULL,NULL,NULL,"2025-03-19 15:58:13.86481"
"KCM","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.03221",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.33","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:58:16.038002"
"KDH","STOCK","CS","Open1",0,NULL,NULL,NULL,"7.25517",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.22","12.68",NULL,"2.7200000286102295",NULL,NULL,NULL,NULL,"2025-03-19 15:58:18.257137"
"KEX","STOCK","CS","Open1",0,NULL,NULL,NULL,"-2.542",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.41","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 15:58:20.437549"
"KGEN","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.1317",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.63","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:34:27.224677"
"KGI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.07","9.72",NULL,"7.349999904632568",NULL,NULL,NULL,NULL,"2025-03-19 16:01:27.423565"
"KIAT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.01849",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","15.15",NULL,"7.139999866485596",NULL,NULL,NULL,NULL,"2025-03-19 16:01:29.567425"
"KISS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.36","15.02",NULL,"9.25",NULL,NULL,NULL,NULL,"2025-03-19 16:01:31.731239"
"KJL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.78179",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.41","9.15",NULL,"7.269999980926514",NULL,NULL,NULL,NULL,"2025-03-19 16:01:33.971927"
"KK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0432",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.32","22.22",NULL,"2.5999999046325684",NULL,NULL,NULL,NULL,"2025-03-19 16:01:36.135754"
"KKC","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-0.59179",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-19 16:01:38.300139"
"KKP","STOCK","CS","Open1",0,NULL,"55.0",NULL,"5.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.74","9.3",NULL,"7.130000114440918",NULL,NULL,NULL,NULL,"2025-03-19 16:01:40.501331"
"KLINIQ","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.46449",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.97","21.17",NULL,"4.519999980926514",NULL,NULL,NULL,NULL,"2025-03-19 16:01:42.670789"
"KOOL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","10.82",NULL,"5.0",NULL,NULL,NULL,NULL,"2025-03-19 16:01:44.840197"
"KPNREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.25",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 16:01:47.511565"
"KSL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02713",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.29","11.94",NULL,"3.5199999809265137",NULL,NULL,NULL,NULL,"2025-03-19 16:01:49.932272"
"KTB","STOCK","CS","Open1",0,NULL,"23.6",NULL,"3.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.72","7.33",NULL,"6.71999979019165",NULL,NULL,NULL,NULL,"2025-03-19 16:01:52.112936"
"KTBSTMR","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.58",NULL,NULL,"11.770000457763672",NULL,NULL,NULL,NULL,"2025-03-19 16:01:54.285549"
"KTC","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.01","16.12",NULL,"2.8399999141693115",NULL,NULL,NULL,NULL,"2025-03-19 16:01:56.445626"
"KTIS","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.26266",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.48","0.0",NULL,"2.2699999809265137",NULL,NULL,NULL,NULL,"2025-03-19 16:01:58.577458"
"KTMS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.06387",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.86","22.55",NULL,"1.6200000047683716",NULL,NULL,NULL,NULL,"2025-03-19 16:02:00.734177"
"KUMWEL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","8.55",NULL,"5.659999847412109",NULL,NULL,NULL,NULL,"2025-03-19 16:02:02.877113"
"KUN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.09","31.55",NULL,"0.8399999737739563",NULL,NULL,NULL,NULL,"2025-03-19 16:02:05.027393"
"KWC","STOCK","CS","Open1",0,NULL,NULL,NULL,"15.65595",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.38","21.01",NULL,"3.799999952316284",NULL,NULL,NULL,NULL,"2025-03-17 01:35:07.935437"
"KWI","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-0.34815",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.54","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:10.069517"
"KWM","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.105",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.92","9.42",NULL,"7.070000171661377",NULL,NULL,NULL,NULL,"2025-03-17 01:35:12.209892"
"KYE","STOCK","CS","Open1",0,NULL,NULL,NULL,"34.85742",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.64","7.84",NULL,"10.079999923706055",NULL,NULL,NULL,NULL,"2025-03-17 01:35:14.344445"
"L&E","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.03075",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","39.03",NULL,"4.170000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:35:16.476326"
"LALIN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.63572",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","8.49",NULL,"6.300000190734863",NULL,NULL,NULL,NULL,"2025-03-17 01:35:18.617063"
"LANNA","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.16986",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.05","5.36",NULL,"13.529999732971191",NULL,NULL,NULL,NULL,"2025-03-17 01:35:20.749873"
"LDC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.00827",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.95","48.36",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:22.888434"
"LEE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","14.33",NULL,"5.170000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:35:25.032233"
"LEO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.15094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.84","16.03",NULL,"5.789999961853027",NULL,NULL,NULL,NULL,"2025-03-17 01:35:27.156448"
"LH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","9.32",NULL,"7.480000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:35:29.280142"
"LHFG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.097",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.43","8.07",NULL,"3.8499999046325684",NULL,NULL,NULL,NULL,"2025-03-17 01:35:31.407452"
"LHHOTEL","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.07",NULL,NULL,"9.65999984741211",NULL,NULL,NULL,NULL,"2025-03-17 01:35:33.538701"
"LHK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.20347",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.93","12.06",NULL,"7.670000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:35:35.670117"
"LHRREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.45",NULL,NULL,"0.9700000286102295",NULL,NULL,NULL,NULL,"2025-03-17 01:35:37.81243"
"LHSC","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.97",NULL,NULL,"6.769999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:35:39.966457"
"LIT","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.01564",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:42.110579"
"LOXLEY","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02218",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","52.3",NULL,"2.5899999141693115",NULL,NULL,NULL,NULL,"2025-03-17 01:35:44.250384"
"LPH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.5","36.65",NULL,"4.519999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:35:46.393947"
"LPN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.26","27.63",NULL,"4.739999771118164",NULL,NULL,NULL,NULL,"2025-03-17 01:35:48.532092"
"LRH","STOCK","CS","Open1",0,NULL,NULL,NULL,"7.57651",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","4.92",NULL,"3.759999990463257",NULL,NULL,NULL,NULL,"2025-03-17 01:35:50.670899"
"LST","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.63004",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.75","7.52",NULL,"4.21999979019165",NULL,NULL,NULL,NULL,"2025-03-17 01:35:52.815542"
"LTS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.42905",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4.42","18.59",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:54.986395"
"LUXF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.66",NULL,NULL,"9.380000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:35:57.130093"
"M","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.57378",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.33","12.35",NULL,"7.650000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:35:59.273422"
"M-CHAI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.44904",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.52","47.21",NULL,"1.1799999475479126",NULL,NULL,NULL,NULL,"2025-03-17 01:36:24.975125"
"M-PAT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57",NULL,NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-19 18:12:01.335827"
"M-STOR","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.71",NULL,NULL,"5.909999847412109",NULL,NULL,NULL,NULL,"2025-03-19 18:12:13.327002"
"MAGURO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.82496",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.65","24.64",NULL,"1.590000033378601",NULL,NULL,NULL,NULL,"2025-03-17 01:36:01.417456"
"MAJOR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.91714",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.63","11.41",NULL,"1.7899999618530273",NULL,NULL,NULL,NULL,"2025-03-17 01:36:03.557419"
"MALEE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.56466",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.37","10.45",NULL,"1.690000057220459",NULL,NULL,NULL,NULL,"2025-03-17 01:36:05.703153"
"MANRIN","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.88887",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.51","13.02",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:07.846528"
"MASTER","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.73",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.36","15.88",NULL,"2.9100000858306885",NULL,NULL,NULL,NULL,"2025-03-17 01:36:09.99024"
"MATCH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0159",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","75.53",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:12.126995"
"MATI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.18029",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.61","0.0",NULL,"2.0899999141693115",NULL,NULL,NULL,NULL,"2025-03-17 01:36:14.271048"
